Link,Baslik,Fiyat (Metin),Fiyat (Sayisal),Konum,Listing No,Last Update Date,Listing status,Residence Type,Number Of Room + Hall,Number of Bathrooms,Gross / Net m²,Number of Floors,Floor,Property Age,Heating Type,Loan Availability,Title Deed Status,Furnishing Status,Usage Status,Swap,Facade
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/37745-1913,"125 Square Meters Apartment For Sale in Buca, Izmir",4.500.000 TRY,4500000.0,kurucesme,37745-1913,23/09/2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 118 m2",8 Storey,1,25 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/152216-104,"120 Square Meters Apartment For Sale in Buca, Izmir",5.300.000 TRY,5300000.0,kozagac,152216-104,19/10/2025,For Sale,Apartment,3 + 1,1.0,"120 m2 
/ 110 m2",3 Storey,3,11 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-kaynaklar-merkez-satilik/villa/134684-451,"260 Square Meters Villa For Sale in Buca, Izmir",18.250.000 TRY,18250000.0,kaynaklar-merkez,134684-451,18/09/2025,For Sale,Villa,4 + 1,3.0,"260 m2 
/ 220 m2",2 Storey,Garden,1 at Age,Heat Pump,Not Available,Land,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-yesilbaglar-satilik/daire/139799-976,"86 Square Meters Apartment For Sale in Buca, Izmir",2.650.000 TRY,2650000.0,yesilbaglar,139799-976,22/10/2025,For Sale,Apartment,1 + 1,1.0,"86 m2 
/ 75 m2",2 Storey,1,3 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-ufuk-satilik/daire/143819-159,"130 Square Meters Apartment For Sale in Buca, Izmir",5.225.000 TRY,5225000.0,ufuk,143819-159,14/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 118 m2",4 Storey,Raised Ground,New Property,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/158138-51,"110 Square Meters Apartment For Sale in Buca, Izmir",4.250.000 TRY,4250000.0,inonu,158138-51,02/10/2025,For Sale,Apartment,3 + 1,1.0,"110 m2 
/ 90 m2",4 Storey,Middle,3 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/136408-424,"170 Square Meters Apartment For Sale in Buca, Izmir",6.600.000 TRY,6600000.0,menderes,136408-424,23/10/2025,For Sale,Apartment,3 + 1,1.0,"170 m2 
/ 160 m2",3 Storey,2,14 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,"North, East"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/158870-13,"65 Square Meters Apartment For Sale in Buca, Izmir",1.100.000 TRY,1100000.0,kurucesme,158870-13,20/10/2025,For Sale,Apartment,1 + 1,1.0,"65 m2 
/ 60 m2",4 Storey,3,1 at Age,Combi Boiler,Available,Condominium,Furnished,Tenanted,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-aydogdu-satilik/daire/2499-12419,"88 Square Meters Apartment For Sale in Buca, Izmir",5.800.000 TRY,5800000.0,aydogdu,2499-12419,03/10/2025,For Sale,Apartment,2 + 1,1.0,"88 m2 
/ 76 m2",10 Storey,Garden,5 at Age,Central Heating (Share Meter),Available,Condominium,Not Furnished,Tenanted,No,West
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/152294-31,"130 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,inonu,152294-31,23/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",2 Storey,4,5 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/24511-9707,"45 Square Meters Apartment For Sale in Buca, Izmir",2.625.000 TRY,2625000.0,ataturk,24511-9707,23/10/2025,For Sale,Apartment,1 + 1,1.0,"45 m2 
/ 40 m2",2 Storey,1,5 at Age,Combi Boiler,Available,Condominium,Furnished,Tenanted,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-izkent-satilik/daire/130639-243,"72 Square Meters Apartment For Sale in Buca, Izmir",4.900.000 TRY,4900000.0,izkent,130639-243,18/10/2025,For Sale,Apartment,2 + 1,1.0,"72 m2 
/ 60 m2",9 Storey,5,New Property,Central Heating (Share Meter),Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/109159-556,"135 Square Meters Apartment For Sale in Buca, Izmir",5.200.000 TRY,5200000.0,buca-koop,109159-556,06/09/2025,For Sale,Apartment,3 + 1,2.0,"135 m2 
/ 125 m2",7 Storey,6,16 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/daire/7700-490,"135 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,akincilar,7700-490,16/10/2025,For Sale,Apartment,3 + 1,1.0,"135 m2 
/ 118 m2",3 Storey,2,31 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-izkent-satilik/daire/159840-33,"85 Square Meters Apartment For Sale in Buca, Izmir",4.250.000 TRY,4250000.0,izkent,159840-33,23/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 75 m2",9 Storey,2,1 at Age,Underfloor Heating,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/154139-34,"115 Square Meters Apartment For Sale in Buca, Izmir",2.500.000 TRY,2500000.0,goksu,154139-34,18/09/2025,For Sale,Apartment,2 + 1,1.0,"115 m2 
/ 100 m2",5 Storey,5,21 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/152216-72,"50 Square Meters Apartment For Sale in Buca, Izmir",3.300.000 TRY,3300000.0,kurucesme,152216-72,10/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 40 m2",12 Storey,8,New Property,Underfloor Heating,Available,Floor Easement,Not Furnished,Empty,No,"North, East"
https://www.hepsiemlak.com/en/izmir-buca-yesilbaglar-satilik/daire/79070-4152,"110 Square Meters Apartment For Sale in Buca, Izmir",2.600.000 TRY,2600000.0,yesilbaglar,79070-4152,08/10/2025,For Sale,Apartment,3 + 1,2.0,"110 m2 
/ 105 m2",4 Storey,4,30 at Age,Air Conditioning,Available,,Not Furnished,,,
https://www.hepsiemlak.com/en/izmir-buca-guven-satilik/daire/32025-192,"140 Square Meters Apartment For Sale in Buca, Izmir",5.500.000 TRY,5500000.0,guven,32025-192,23/10/2025,For Sale,Apartment,2 + 1,2.0,"140 m2 
/ 80 m2",3 Storey,3,1 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/159840-29,"55 Square Meters Apartment For Sale in Buca, Izmir",2.200.000 TRY,2200000.0,adatepe,159840-29,23/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 45 m2",3 Storey,Garden,1 at Age,No Heating,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/2772-1128,"160 Square Meters Apartment For Sale in Buca, Izmir",5.300.000 TRY,5300000.0,hurriyet,2772-1128,16/09/2025,For Sale,Apartment,3 + 1,3.0,"160 m2 
/ 140 m2",4 Storey,3,16 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,No,South
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/111716-1413,"135 Square Meters Apartment For Sale in Buca, Izmir",4.350.000 TRY,4350000.0,yenigun,111716-1413,13/10/2025,For Sale,Apartment,3 + 1,1.0,"135 m2 
/ 130 m2",3 Storey,3,10 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,,,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/90115-1350,"45 Square Meters Apartment For Sale in Buca, Izmir",3.200.000 TRY,3200000.0,yenigun,90115-1350,15/09/2025,For Sale,Apartment,1 + 1,1.0,"45 m2 
/ 40 m2",4 Storey,3,2 at Age,Underfloor Heating,Available,Floor Easement,Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/151707-100,"157 Square Meters Apartment For Sale in Buca, Izmir",5.600.000 TRY,5600000.0,efeler,151707-100,16/10/2025,For Sale,Apartment,3 + 1,1.0,"157 m2 
/ 146 m2",4 Storey,4,31 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-kaynaklar-merkez-satilik/villa/130639-206,"250 Square Meters Villa For Sale in Buca, Izmir",12.900.000 TRY,12900000.0,kaynaklar-merkez,130639-206,18/10/2025,For Sale,Villa,4 + 1,4.0,"250 m2 
/ 187 m2",3 Storey,Garden,New Property,Heat Pump,Available,Floor Easement,Not Furnished,Empty,No,"North, East, West"
https://www.hepsiemlak.com/en/izmir-buca-mustafa-kemal-satilik/daire/134681-103,"132 Square Meters Apartment For Sale in Buca, Izmir",3.900.000 TRY,3900000.0,mustafa-kemal,134681-103,28/09/2025,For Sale,Apartment,3 + 1,1.0,"132 m2 
/ 125 m2",8 Storey,Middle,16 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,,No,"North, South, East"
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/83461-614,"55 Square Meters Apartment For Sale in Buca, Izmir",3.000.000 TRY,3000000.0,hurriyet,83461-614,23/09/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",4 Storey,2,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/109159-582,"60 Square Meters Apartment For Sale in Buca, Izmir",2.525.000 TRY,2525000.0,kurucesme,109159-582,23/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 50 m2",2 Storey,2,4 at Age,Air Conditioning,Available,Floor Easement,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/144360-96,"55 Square Meters Apartment For Sale in Buca, Izmir",1.245.000 TRY,1245000.0,yaylacik,144360-96,17/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",5 Storey,4,1 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/158709-48,"55 Square Meters Apartment For Sale in Buca, Izmir",1.740.000 TRY,1740000.0,kurucesme,158709-48,23/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",4 Storey,1,5 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/145065-178,"135 Square Meters Apartment For Sale in Buca, Izmir",5.500.000 TRY,5500000.0,yildiz,145065-178,20/10/2025,For Sale,Apartment,3 + 1,2.0,"135 m2 
/ 125 m2",7 Storey,4,26 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,"North, West"
https://www.hepsiemlak.com/en/izmir-buca-camlikule-satilik/daire/0-45248506,"144 Square Meters Apartment For Sale in Buca, Izmir",6.000.000 TRY,6000000.0,camlikule,0-45248506,14/09/2025,For Sale,Apartment,4 + 1,1.0,"144 m2 
/ 135 m2",3 Storey,3,15 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/142512-393,"153 Square Meters Apartment For Sale in Buca, Izmir",4.250.000 TRY,4250000.0,goksu,142512-393,28/08/2025,For Sale,Apartment,4 + 1,1.0,"153 m2 
/ 135 m2",3 Storey,2,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,"North, South, East"
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/104396-438,"130 Square Meters Apartment For Sale in Buca, Izmir",4.150.000 TRY,4150000.0,yigitler,104396-438,18/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 125 m2",4 Storey,Raised Ground,30 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/147679-106,"115 Square Meters Apartment For Sale in Buca, Izmir",4.100.000 TRY,4100000.0,kozagac,147679-106,21/09/2025,For Sale,Apartment,2 + 1,2.0,"115 m2 
/ 110 m2",4 Storey,Raised Ground,New Property,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/87942-38,"70 Square Meters Apartment For Sale in Buca, Izmir",4.200.000 TRY,4200000.0,menderes,87942-38,15/09/2025,For Sale,Apartment,2 + 1,1.0,"70 m2 
/ 65 m2",4 Storey,3,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-guven-satilik/daire/110918-1182,"125 Square Meters Apartment For Sale in Buca, Izmir",4.100.000 TRY,4100000.0,guven,110918-1182,13/09/2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 120 m2",4 Storey,1,25 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-baris-satilik/daire/24511-9727,"40 Square Meters Apartment For Sale in Buca, Izmir",2.100.000 TRY,2100000.0,baris,24511-9727,23/10/2025,For Sale,Apartment,1 + 1,1.0,"40 m2 
/ 30 m2",4 Storey,Ground,29 at Age,Air Conditioning,Available,Floor Easement,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-vali-rahmi-bey-satilik/daire/139799-927,"130 Square Meters Apartment For Sale in Buca, Izmir",3.400.000 TRY,3400000.0,vali-rahmi-bey,139799-927,18/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",3 Storey,3,30 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/129980-958,"75 Square Meters Apartment For Sale in Buca, Izmir",3.350.000 TRY,3350000.0,adatepe,129980-958,18/10/2025,For Sale,Apartment,2 + 1,1.0,"75 m2 
/ 70 m2",2 Storey,2,3 at Age,Combi Boiler,Available,Floor Easement,Furnished,Owner,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/143819-122,"50 Square Meters Apartment For Sale in Buca, Izmir",2.525.000 TRY,2525000.0,kurucesme,143819-122,14/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",2 Storey,Ground,New Property,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/prefabrik/158425-27,"40 Square Meters Prefabricated For Sale in Buca, Izmir",1.300.000 TRY,1300000.0,inonu,158425-27,12/09/2025,For Sale,Prefabricated,1 + 1,1.0,"40 m2 
/ 35 m2",1 Storey,Ground,New Property,Air Conditioning,Available,Tapu None,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/158425-36,"145 Square Meters Apartment For Sale in Buca, Izmir",7.150.000 TRY,7150000.0,yenigun,158425-36,22/10/2025,For Sale,Apartment,3 + 1,2.0,"145 m2 
/ 135 m2",6 Storey,5,8 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,"North, East"
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/94262-1133,"125 Square Meters Apartment For Sale in Buca, Izmir",4.650.000 TRY,4650000.0,yenigun,94262-1133,09/10/2025,For Sale,Apartment,2 + 1,1.0,"125 m2 
/ 109 m2",3 Storey,3,13 at Age,Combi Boiler,Available,Condominium,,Owner,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/162032-102,"130 Square Meters Apartment For Sale in Buca, Izmir",3.950.000 TRY,3950000.0,ataturk,162032-102,03/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",4 Storey,2,18 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,
https://www.hepsiemlak.com/en/izmir-buca-guven-satilik/mustakil-ev/0-43305423,"110 Square Meters Detached House For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,guven,0-43305423,27/08/2025,For Sale,Detached House,2 + 1,1.0,"110 m2 
/ 90 m2",4 Storey,,6 at Age,Combi Boiler,Not Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/126264-2417,"125 Square Meters Apartment For Sale in Buca, Izmir",4.750.000 TRY,4750000.0,kurucesme,126264-2417,20/10/2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 115 m2",3 Storey,2,17 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,West
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/147679-110,"125 Square Meters Apartment For Sale in Buca, Izmir",3.450.000 TRY,3450000.0,kurucesme,147679-110,19/10/2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 115 m2",6 Storey,1,21 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/123628-82,"115 Square Meters Apartment For Sale in Buca, Izmir",3.800.000 TRY,3800000.0,yildiz,123628-82,18/10/2025,For Sale,Apartment,3 + 1,1.0,"115 m2 
/ 90 m2",4 Storey,Raised Ground,21 at Age,Combi Boiler,Not Available,Condominium,Not Furnished,Empty,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-inkilap-satilik/daire/32982-4604,"137 Square Meters Apartment For Sale in Buca, Izmir",3.750.000 TRY,3750000.0,inkilap,32982-4604,22/10/2025,For Sale,Apartment,3 + 1,1.0,"137 m2 
/ 135 m2",4 Storey,4,40 at Age,Air Conditioning,Available,Condominium,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/120690-180,"70 Square Meters Apartment For Sale in Buca, Izmir",3.550.000 TRY,3550000.0,adatepe,120690-180,03/10/2025,For Sale,Apartment,1 + 1,1.0,"70 m2 
/ 66 m2",2 Storey,2,2 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/140307-252,"118 Square Meters Apartment For Sale in Buca, Izmir",5.000.000 TRY,5000000.0,inonu,140307-252,10/09/2025,For Sale,Apartment,3 + 1,2.0,"118 m2 
/ 91 m2",4 Storey,4,4 at Age,Central,Available,Floor Easement,Not Furnished,Empty,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/58479-341,"125 Square Meters Apartment For Sale in Buca, Izmir",5.500.000 TRY,5500000.0,efeler,58479-341,15/10/2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 120 m2",4 Storey,1,26 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/154469-42,"47 Square Meters Apartment For Sale in Buca, Izmir",2.050.000 TRY,2050000.0,adatepe,154469-42,17/10/2025,For Sale,Apartment,1 + 1,1.0,"47 m2 
/ 42 m2",4 Storey,1,4 at Age,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,No,South
https://www.hepsiemlak.com/en/izmir-buca-camlipinar-satilik/daire/152585-47,"110 Square Meters Apartment For Sale in Buca, Izmir",4.700.000 TRY,4700000.0,camlipinar,152585-47,20/10/2025,For Sale,Apartment,2 + 1,1.0,"110 m2 
/ 105 m2",4 Storey,3,2 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-yesilbaglar-satilik/daire/139799-966,"130 Square Meters Apartment For Sale in Buca, Izmir",3.600.000 TRY,3600000.0,yesilbaglar,139799-966,11/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",6 Storey,Raised Ground,20 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-baris-satilik/daire/122882-118,"135 Square Meters Apartment For Sale in Buca, Izmir",4.200.000 TRY,4200000.0,baris,122882-118,23/10/2025,For Sale,Apartment,3 + 1,1.0,"135 m2 
/ 118 m2",4 Storey,3,19 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/142512-400,"153 Square Meters Apartment For Sale in Buca, Izmir",4.250.000 TRY,4250000.0,goksu,142512-400,03/10/2025,For Sale,Apartment,4 + 1,1.0,"153 m2 
/ 133 m2",3 Storey,2,New Property,Combi Boiler,Not Available,Floor Easement,Not Furnished,Empty,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/29626-2078,"128 Square Meters Apartment For Sale in Buca, Izmir",6.800.000 TRY,6800000.0,efeler,29626-2078,20/10/2025,For Sale,Apartment,3 + 1,2.0,"128 m2 
/ 120 m2",4 Storey,2,16 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/161229-15,"90 Square Meters Apartment For Sale in Buca, Izmir",3.200.000 TRY,3200000.0,hurriyet,161229-15,13/10/2025,For Sale,Apartment,2 + 1,1.0,"90 m2 
/ 85 m2",4 Storey,4,5 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/163372-3,"135 Square Meters Apartment For Sale in Buca, Izmir",7.750.000 TRY,7750000.0,buca-koop,163372-3,22/10/2025,For Sale,Apartment,3 + 1,2.0,"135 m2 
/ 115 m2",7 Storey,2,16 at Age,Combi Boiler,Not Available,Condominium,Not Furnished,Tenanted,No,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/129980-939,"105 Square Meters Apartment For Sale in Buca, Izmir",5.750.000 TRY,5750000.0,yaylacik,129980-939,13/10/2025,For Sale,Apartment,2 + 1,2.0,"105 m2 
/ 85 m2",4 Storey,4,New Property,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/133609-6,"92 Square Meters Apartment For Sale in Buca, Izmir",1.430.000 TRY,1430000.0,ataturk,133609-6,04/10/2025,For Sale,Apartment,2 + 1,1.0,"92 m2 
/ 80 m2",4 Storey,3,New Property,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/110918-1161,"100 Square Meters Apartment For Sale in Buca, Izmir",2.850.000 TRY,2850000.0,goksu,110918-1161,05/09/2025,For Sale,Apartment,3 + 1,1.0,"100 m2 
/ 95 m2",4 Storey,4,28 at Age,Air Conditioning,Available,Condominium,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/129980-854,"46 Square Meters Apartment For Sale in Buca, Izmir",2.925.000 TRY,2925000.0,adatepe,129980-854,12/09/2025,For Sale,Apartment,1 + 1,1.0,"46 m2 
/ 43 m2",6 Storey,3,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-baris-satilik/daire/136456-228,"170 Square Meters Apartment For Sale in Buca, Izmir",4.300.000 TRY,4300000.0,baris,136456-228,17/10/2025,For Sale,Apartment,3 + 1,1.0,"170 m2 
/ 150 m2",5 Storey,4,25 at Age,Gas Stove,Available,Floor Easement,,Tenanted,No,West
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/159783-33,"52 Square Meters Apartment For Sale in Buca, Izmir",2.490.000 TRY,2490000.0,ataturk,159783-33,18/10/2025,For Sale,Apartment,1 + 1,1.0,"52 m2 
/ 45 m2",3 Storey,3,11 at Age,Air Conditioning,Available,Floor Easement,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/129980-875,"46 Square Meters Apartment For Sale in Buca, Izmir",2.925.000 TRY,2925000.0,adatepe,129980-875,11/09/2025,For Sale,Apartment,1 + 1,1.0,"46 m2 
/ 43 m2",6 Storey,3,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/70103-1097,"175 Square Meters Apartment For Sale in Buca, Izmir",7.500.000 TRY,7500000.0,efeler,70103-1097,03/09/2025,For Sale,Apartment,3 + 1,2.0,"175 m2 
/ 160 m2",4 Storey,Middle,14 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/139799-951,"160 Square Meters Apartment For Sale in Buca, Izmir",7.350.000 TRY,7350000.0,buca-koop,139799-951,21/10/2025,For Sale,Apartment,3 + 1,2.0,"160 m2 
/ 150 m2",6 Storey,6,4 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-belenbasi-satilik/daire/156310-42,"220 Square Meters Apartment For Sale in Buca, Izmir",7.350.000 TRY,7350000.0,belenbasi,156310-42,21/09/2025,For Sale,Apartment,3 + 1,2.0,"220 m2 
/ 190 m2",2 Storey,Villa,2 at Age,Air Conditioning,Not Available,Shared Deed,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-kaynaklar-merkez-satilik/villa/120690-242,"250 Square Meters Villa For Sale in Buca, Izmir",20.000.000 TRY,20000000.0,kaynaklar-merkez,120690-242,08/10/2025,For Sale,Villa,4 + 2,5.0,"250 m2 
/ 200 m2",5 Storey,,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/daire/0-45081205,"145 Square Meters Apartment For Sale in Buca, Izmir",5.650.000 TRY,5650000.0,akincilar,0-45081205,18/10/2025,For Sale,Apartment,3 + 1,2.0,"145 m2 
/ 120 m2",4 Storey,2,4 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/2499-12633,"60 Square Meters Apartment For Sale in Buca, Izmir",2.450.000 TRY,2450000.0,ataturk,2499-12633,23/10/2025,For Sale,Apartment,1 + 0,1.0,"60 m2 
/ 47 m2",1 Storey,Raised Ground,9 at Age,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,No,South
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/160390-73,"55 Square Meters Apartment For Sale in Buca, Izmir",3.200.000 TRY,3200000.0,kozagac,160390-73,23/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",4 Storey,Ground,New Property,Gas Stove,Not Available,Floor Easement,Not Furnished,Empty,No,
