Link,Baslik,Fiyat (Metin),Fiyat (Sayisal),Konum,Listing No,Last Update Date,Listing status,Residence Type,Number Of Room + Hall,Number of Bathrooms,Gross / Net m²,Number of Floors,Floor,Property Age,Heating Type,Loan Availability,Title Deed Status,Furnishing Status,Usage Status,Swap,Facade
https://www.hepsiemlak.com/en/izmir-buca-camlikule-satilik/daire/158709-52,"130 Square Meters Apartment For Sale in Buca, Izmir",2.900.000 TRY,2900000.0,camlikule,158709-52,23/10/2025,For Sale,Apartment,3 + 1,2.0,"130 m2 
/ 110 m2",5 Storey,4,1 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,No,South
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/24511-9723,"135 Square Meters Apartment For Sale in Buca, Izmir",3.750.000 TRY,3750000.0,hurriyet,24511-9723,17/10/2025,For Sale,Apartment,3 + 1,1.0,"135 m2 
/ 125 m2",3 Storey,3,35 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/152632-27,"50 Square Meters Apartment For Sale in Buca, Izmir",3.400.000 TRY,3400000.0,kurucesme,152632-27,21/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 40 m2",11 Storey,9,5 at Age,Underfloor Heating,Available,Floor Easement,Furnished,Tenanted,No,East
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/159783-34,"85 Square Meters Apartment For Sale in Buca, Izmir",3.570.000 TRY,3570000.0,adatepe,159783-34,18/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 80 m2",2 Storey,2,2 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/32025-27,"60 Square Meters Apartment For Sale in Buca, Izmir",2.700.000 TRY,2700000.0,kurucesme,32025-27,21/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",7 Storey,2,1 at Age,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-sirinkapi-satilik/daire/158138-25,"100 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,sirinkapi,158138-25,02/10/2025,For Sale,Apartment,2 + 1,1.0,"100 m2 
/ 90 m2",2 Storey,Ground,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/68322-46,"130 Square Meters Apartment For Sale in Buca, Izmir",5.950.000 TRY,5950000.0,buca-koop,68322-46,06/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",5 Storey,2,12 at Age,Central,Available,Condominium,Not Furnished,Empty,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/161229-2,"60 Square Meters Apartment For Sale in Buca, Izmir",2.400.000 TRY,2400000.0,kurucesme,161229-2,13/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",3 Storey,3,5 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/162032-128,"150 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,yenigun,162032-128,22/10/2025,For Sale,Apartment,3 + 1,1.0,"150 m2 
/ 140 m2",4 Storey,4,24 at Age,Combi Boiler,Available,Condominium,Not Furnished,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/153258-41,"178 Square Meters Apartment For Sale in Buca, Izmir",11.200.000 TRY,11200000.0,yildiz,153258-41,01/10/2025,For Sale,Apartment,3 + 1,1.0,"178 m2 
/ 155 m2",10 Storey,7,6 at Age,Central,Available,Condominium,Not Furnished,Empty,No,East
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/104396-377,"130 Square Meters Apartment For Sale in Buca, Izmir",3.950.000 TRY,3950000.0,efeler,104396-377,21/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",3 Storey,3,30 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-murathan-satilik/mustakil-ev/0-43579279,"200 Square Meters Detached House For Sale in Buca, Izmir",6.999.000 TRY,6999000.0,murathan,0-43579279,31/07/2025,For Sale,Detached House,3 + 1,1.0,"200 m2 
/ 138 m2",2 Storey,,30 at Age,Air Conditioning,Available,Condominium,Not Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/129980-889,"55 Square Meters Apartment For Sale in Buca, Izmir",4.500.000 TRY,4500000.0,yaylacik,129980-889,01/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 45 m2",4 Storey,3,1 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/159783-52,"120 Square Meters Apartment For Sale in Buca, Izmir",3.950.000 TRY,3950000.0,buca-koop,159783-52,20/10/2025,For Sale,Apartment,2 + 1,1.0,"120 m2 
/ 100 m2",8 Storey,8,25 at Age,Combi Boiler,Available,Floor Easement,Furnished,Owner,No,"North, South, East"
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/154502-80,"115 Square Meters Apartment For Sale in Buca, Izmir",4.620.000 TRY,4620000.0,menderes,154502-80,21/10/2025,For Sale,Apartment,3 + 1,2.0,"115 m2 
/ 95 m2",4 Storey,Middle,10 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-yesilbaglar-satilik/daire/112720-143,"85 Square Meters Apartment For Sale in Buca, Izmir",2.600.000 TRY,2600000.0,yesilbaglar,112720-143,30/08/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 80 m2",2 Storey,Raised Ground,5 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/129980-835,"52 Square Meters Apartment For Sale in Buca, Izmir",2.975.000 TRY,2975000.0,hurriyet,129980-835,11/09/2025,For Sale,Apartment,1 + 1,1.0,"52 m2 
/ 48 m2",4 Storey,3,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-kaynaklar-merkez-satilik/villa/162097-30,"225 Square Meters Villa For Sale in Buca, Izmir",16.000.000 TRY,16000000.0,kaynaklar-merkez,162097-30,11/10/2025,For Sale,Villa,5 + 2,4.0,"225 m2 
/ 200 m2",4 Storey,,New Property,Unspecified,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/160390-65,"85 Square Meters Apartment For Sale in Buca, Izmir",3.850.000 TRY,3850000.0,menderes,160390-65,23/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 75 m2",3 Storey,2,New Property,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/158790-24,"50 Square Meters Apartment For Sale in Buca, Izmir",3.000.000 TRY,3000000.0,yaylacik,158790-24,23/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",5 Storey,2,1 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/0-45171889,"96 Square Meters Apartment For Sale in Buca, Izmir",4.800.000 TRY,4800000.0,yaylacik,0-45171889,21/10/2025,For Sale,Apartment,3 + 1,1.0,"96 m2 
/ 90 m2",3 Storey,Middle,15 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/162032-112,"55 Square Meters Apartment For Sale in Buca, Izmir",3.100.000 TRY,3100000.0,adatepe,162032-112,04/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",2 Storey,2,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,
https://www.hepsiemlak.com/en/izmir-buca-gaziler-satilik/daire/148947-72,"120 Square Meters Apartment For Sale in Buca, Izmir",4.750.000 TRY,4750000.0,gaziler,148947-72,01/10/2025,For Sale,Apartment,3 + 1,1.0,"120 m2 
/ 110 m2",3 Storey,3,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/143819-149,"50 Square Meters Apartment For Sale in Buca, Izmir",3.300.000 TRY,3300000.0,kurucesme,143819-149,14/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 40 m2",4 Storey,3,New Property,Underfloor Heating,Available,Floor Easement,Not Furnished,Empty,No,North
https://www.hepsiemlak.com/en/izmir-buca-belenbasi-satilik/villa/0-45169390,"260 Square Meters Villa For Sale in Buca, Izmir",12.000.000 TRY,12000000.0,belenbasi,0-45169390,12/10/2025,For Sale,Villa,7 + 1,2.0,"260 m2 
/ 240 m2",3 Storey,,4 at Age,Heat Pump,Available,Freehold Title Deed,Furnished,Owner,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-camlipinar-satilik/daire/130526-570,"165 Square Meters Apartment For Sale in Buca, Izmir",6.750.000 TRY,6750000.0,camlipinar,130526-570,23/10/2025,For Sale,Apartment,4 + 1,2.0,"165 m2 
/ 141 m2",7 Storey,5,5 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,"North, South, West"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/154469-39,"30 Square Meters Apartment For Sale in Buca, Izmir",1.750.000 TRY,1750000.0,kurucesme,154469-39,17/10/2025,For Sale,Apartment,1 + 0,1.0,"30 m2 
/ 28 m2",4 Storey,3,5 at Age,Air Conditioning,Available,Floor Easement,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/144360-93,"130 Square Meters Apartment For Sale in Buca, Izmir",3.820.000 TRY,3820000.0,hurriyet,144360-93,18/10/2025,For Sale,Apartment,2 + 1,2.0,"130 m2 
/ 120 m2",5 Storey,3,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,South
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/158213-6,"60 Square Meters Apartment For Sale in Buca, Izmir",2.580.000 TRY,2580000.0,ataturk,158213-6,21/08/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",6 Storey,4,1 at Age,Air Conditioning,Available,Condominium,Furnished,Tenanted,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/134354-2438,"115 Square Meters Apartment For Sale in Buca, Izmir",4.750.000 TRY,4750000.0,yenigun,134354-2438,18/10/2025,For Sale,Apartment,3 + 1,1.0,"115 m2 
/ 95 m2",5 Storey,1,25 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,,"North, South, East"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/32025-152,"45 Square Meters Apartment For Sale in Buca, Izmir",2.425.000 TRY,2425000.0,adatepe,32025-152,21/10/2025,For Sale,Apartment,1 + 1,1.0,"45 m2 
/ 40 m2",3 Storey,Raised Ground,5 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-camlikule-satilik/daire/156310-34,"48 Square Meters Apartment For Sale in Buca, Izmir",4.350.000 TRY,4350000.0,camlikule,156310-34,05/10/2025,For Sale,Apartment,1 + 1,1.0,"48 m2 
/ 42 m2",9 Storey,1,New Property,Central,Available,Floor Easement,Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-camlikule-satilik/daire/0-45372842,"106 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,camlikule,0-45372842,21/10/2025,For Sale,Apartment,3 + 1,2.0,"106 m2 
/ 90 m2",4 Storey,2,6 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-ufuk-satilik/daire/158138-68,"85 Square Meters Apartment For Sale in Buca, Izmir",3.300.000 TRY,3300000.0,ufuk,158138-68,02/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 75 m2",2 Storey,2,1 at Age,Combi Boiler,Not Available,Condominium,Not Furnished,Empty,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-dumlupinar-satilik/daire/159783-38,"145 Square Meters Apartment For Sale in Buca, Izmir",5.750.000 TRY,5750000.0,dumlupinar,159783-38,22/10/2025,For Sale,Apartment,3 + 1,2.0,"145 m2 
/ 125 m2",4 Storey,3,1 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-seyhan-satilik/daire/111716-1536,"90 Square Meters Apartment For Sale in Buca, Izmir",3.150.000 TRY,3150000.0,seyhan,111716-1536,21/10/2025,For Sale,Apartment,2 + 1,1.0,"90 m2 
/ 80 m2",2 Storey,Raised Ground,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,"South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/161217-33,"196 Square Meters Apartment For Sale in Buca, Izmir",6.750.000 TRY,6750000.0,efeler,161217-33,11/09/2025,For Sale,Apartment,3 + 1,2.0,"196 m2 
/ 180 m2",5 Storey,2,12 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,East
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/148313-59,"63 Square Meters Apartment For Sale in Buca, Izmir",2.150.000 TRY,2150000.0,kurucesme,148313-59,22/10/2025,For Sale,Apartment,1 + 1,1.0,"63 m2 
/ 54 m2",4 Storey,Middle,3 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/daire/119640-3255,"145 Square Meters Apartment For Sale in Buca, Izmir",3.600.000 TRY,3600000.0,akincilar,119640-3255,08/10/2025,For Sale,Apartment,3 + 1,1.0,"145 m2 
/ 135 m2",4 Storey,4,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/112720-177,"100 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,inonu,112720-177,22/10/2025,For Sale,Apartment,2 + 1,1.0,"100 m2 
/ 90 m2",2 Storey,2,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-yesilbaglar-satilik/daire/160390-76,"110 Square Meters Apartment For Sale in Buca, Izmir",3.200.000 TRY,3200000.0,yesilbaglar,160390-76,23/10/2025,For Sale,Apartment,2 + 1,1.0,"110 m2 
/ 102 m2",3 Storey,2,24 at Age,Air Conditioning,Available,Condominium,Not Furnished,Owner,No,North
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/mustakil-ev/143815-386,"100 Square Meters Detached House For Sale in Buca, Izmir",8.350.000 TRY,8350000.0,inonu,143815-386,17/10/2025,For Sale,Detached House,3 + 1,1.0,"100 m2 
/ 90 m2",2 Storey,Garden,2 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/0-42558528,"170 Square Meters Apartment For Sale in Buca, Izmir",7.500.000 TRY,7500000.0,yigitler,0-42558528,18/08/2025,For Sale,Apartment,3 + 1,2.0,"170 m2 
/ 160 m2",4 Storey,Garden,28 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/130288-680,"120 Square Meters Apartment For Sale in Buca, Izmir",4.200.000 TRY,4200000.0,efeler,130288-680,05/10/2025,For Sale,Apartment,2 + 1,1.0,"120 m2 
/ 100 m2",4 Storey,Garden,21 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-izkent-satilik/daire/153834-58,"72 Square Meters Apartment For Sale in Buca, Izmir",4.600.000 TRY,4600000.0,izkent,153834-58,04/09/2025,For Sale,Apartment,2 + 1,1.0,"72 m2 
/ 59 m2",9 Storey,3,New Property,Central Heating (Share Meter),Available,Floor Easement,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-camlipinar-satilik/daire/63598-279,"150 Square Meters Apartment For Sale in Buca, Izmir",6.200.000 TRY,6200000.0,camlipinar,63598-279,19/10/2025,For Sale,Apartment,3 + 1,2.0,"150 m2 
/ 120 m2",10 Storey,Top,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/152216-101,"140 Square Meters Apartment For Sale in Buca, Izmir",3.700.000 TRY,3700000.0,firat,152216-101,19/10/2025,For Sale,Apartment,3 + 1,1.0,"140 m2 
/ 130 m2",7 Storey,7,16 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/124272-476,"127 Square Meters Apartment For Sale in Buca, Izmir",4.600.000 TRY,4600000.0,hurriyet,124272-476,25/09/2025,For Sale,Apartment,3 + 1,1.0,"127 m2 
/ 117 m2",4 Storey,3,13 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-izkent-satilik/daire/111716-1452,"80 Square Meters Apartment For Sale in Buca, Izmir",3.675.000 TRY,3675000.0,izkent,111716-1452,21/10/2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 75 m2",5 Storey,3,26 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/103185-534,"60 Square Meters Apartment For Sale in Buca, Izmir",2.950.000 TRY,2950000.0,kurucesme,103185-534,17/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",3 Storey,2,7 at Age,Combi Boiler,Available,Floor Easement,,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143819-129,"55 Square Meters Apartment For Sale in Buca, Izmir",3.120.000 TRY,3120000.0,adatepe,143819-129,14/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",5 Storey,4,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,No,South
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/162032-1,"140 Square Meters Apartment For Sale in Buca, Izmir",5.150.000 TRY,5150000.0,yenigun,162032-1,05/10/2025,For Sale,Apartment,3 + 1,2.0,"140 m2 
/ 130 m2",4 Storey,3,24 at Age,Combi Boiler,Available,Condominium,Not Furnished,,No,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/143820-36,"50 Square Meters Apartment For Sale in Buca, Izmir",3.425.000 TRY,3425000.0,kurucesme,143820-36,30/09/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",5 Storey,1,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,West
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/159840-30,"55 Square Meters Apartment For Sale in Buca, Izmir",2.500.000 TRY,2500000.0,adatepe,159840-30,23/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 45 m2",3 Storey,3,1 at Age,No Heating,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143819-134,"50 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,adatepe,143819-134,14/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",3 Storey,3,2 at Age,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/158425-26,"155 Square Meters Apartment For Sale in Buca, Izmir",6.750.000 TRY,6750000.0,kozagac,158425-26,12/09/2025,For Sale,Apartment,3 + 1,1.0,"155 m2 
/ 130 m2",4 Storey,2,24 at Age,Combi Boiler,Available,Condominium,Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/30326-443,"60 Square Meters Apartment For Sale in Buca, Izmir",2.700.000 TRY,2700000.0,kurucesme,30326-443,21/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",7 Storey,2,7 at Age,Combi Boiler,Available,Tapu None,,,,
https://www.hepsiemlak.com/en/izmir-buca-inkilap-satilik/daire/132730-301,"128 Square Meters Apartment For Sale in Buca, Izmir",5.200.000 TRY,5200000.0,inkilap,132730-301,02/10/2025,For Sale,Apartment,3 + 1,1.0,"128 m2 
/ 120 m2",4 Storey,3,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,South
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/142830-214,"140 Square Meters Apartment For Sale in Buca, Izmir",2.400.000 TRY,2400000.0,adatepe,142830-214,25/09/2025,For Sale,Apartment,3 + 1,1.0,"140 m2 
/ 130 m2",3 Storey,Top,40 at Age,Air Conditioning,Available,Floor Easement,Not Furnished,Tenanted,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/residence/112706-7899,"121 Square Meters Residence For Sale in Buca, Izmir",4.975.000 TRY,4975000.0,yaylacik,112706-7899,17/10/2025,For Sale,Residence,3 + 1,1.0,"121 m2 
/ 101 m2",8 Storey,7,20 at Age,Unspecified,Not Available,Condominium,,,,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/mustakil-ev/18435-5523,"154 Square Meters Detached House For Sale in Buca, Izmir",4.750.000 TRY,4750000.0,goksu,18435-5523,24/09/2025,For Sale,Detached House,2 + 1,1.0,"154 m2 
/ 100 m2",3 Storey,Ground,31 at Age,Air Conditioning,Unknown,Condominium,Not Furnished,Tenanted,No,
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/bina/126264-2404,"140 Square Meters Building For Sale in Buca, Izmir",25.000.000 TRY,25000000.0,akincilar,126264-2404,14/10/2025,For Sale,Building,3 + 1,2.0,"140 m2 
/ 139 m2",3 Storey,3,47 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/120690-271,"40 Square Meters Apartment For Sale in Buca, Izmir",2.650.000 TRY,2650000.0,hurriyet,120690-271,03/10/2025,For Sale,Apartment,1 + 1,1.0,"40 m2 
/ 38 m2",4 Storey,Garden,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/158870-6,"65 Square Meters Apartment For Sale in Buca, Izmir",1.160.000 TRY,1160000.0,adatepe,158870-6,20/10/2025,For Sale,Apartment,1 + 1,1.0,"65 m2 
/ 60 m2",4 Storey,3,1 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/87942-44,"120 Square Meters Apartment For Sale in Buca, Izmir",3.650.000 TRY,3650000.0,menderes,87942-44,15/09/2025,For Sale,Apartment,3 + 1,2.0,"120 m2 
/ 115 m2",4 Storey,4,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"South, East"
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/142618-342,"55 Square Meters Apartment For Sale in Buca, Izmir",2.350.000 TRY,2350000.0,adatepe,142618-342,15/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",2 Storey,2,4 at Age,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/30326-395,"70 Square Meters Apartment For Sale in Buca, Izmir",3.125.000 TRY,3125000.0,kurucesme,30326-395,27/09/2025,For Sale,Apartment,2 + 0,1.0,"70 m2 
/ 65 m2",2 Storey,2,5 at Age,Air Conditioning,Available,Tapu None,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/143822-97,"75 Square Meters Apartment For Sale in Buca, Izmir",4.650.000 TRY,4650000.0,kozagac,143822-97,18/10/2025,For Sale,Apartment,2 + 1,1.0,"75 m2 
/ 70 m2",3 Storey,2,2 at Age,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,No,"East, West"
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/110918-1056,"85 Square Meters Apartment For Sale in Buca, Izmir",2.950.000 TRY,2950000.0,goksu,110918-1056,20/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 80 m2",2 Storey,2,New Property,Combi Boiler,Available,Condominium,Not Furnished,Empty,No,
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/0-38765802,"115 Square Meters Apartment For Sale in Buca, Izmir",4.250.000 TRY,4250000.0,yigitler,0-38765802,13/08/2025,For Sale,Apartment,2 + 1,1.0,"115 m2 
/ 110 m2",4 Storey,Garden,25 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/129980-871,"80 Square Meters Apartment For Sale in Buca, Izmir",5.200.000 TRY,5200000.0,yaylacik,129980-871,20/10/2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 75 m2",5 Storey,3,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"North, South, East, West"
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/161987-43,"85 Square Meters Apartment For Sale in Buca, Izmir",4.650.000 TRY,4650000.0,yildiz,161987-43,21/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 75 m2",4 Storey,4,11 at Age,Central Heating (Share Meter),Available,Floor Easement,Not Furnished,Owner,No,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/87942-36,"130 Square Meters Apartment For Sale in Buca, Izmir",2.900.000 TRY,2900000.0,menderes,87942-36,15/09/2025,For Sale,Apartment,3 + 1,2.0,"130 m2 
/ 120 m2",4 Storey,Underground 1,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,No,"South, West"
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/117461-4432,"160 Square Meters Apartment For Sale in Buca, Izmir",7.600.000 TRY,7600000.0,hurriyet,117461-4432,14/10/2025,For Sale,Apartment,3 + 1,1.0,"160 m2 
/ 145 m2",4 Storey,Raised Ground,New Property,Combi Boiler,Available,Floor Easement,Furnished,Empty,No,"North, South, West"
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/159840-20,"157 Square Meters Apartment For Sale in Buca, Izmir",14.500.000 TRY,14500000.0,buca-koop,159840-20,15/10/2025,For Sale,Apartment,3 + 1,2.0,"157 m2 
/ 130 m2",13 Storey,11,5 at Age,Underfloor Heating,Available,Floor Easement,Not Furnished,Owner,No,"South, East, West"
